series_id,value,date,value_10yravg,sd_10yravg,value_1yravg,sd_1yravg,zscore_10yravg,zscore_1yravg
LES1252881600Q,359,2022-04-01,350.9583333333333,15.180369806133854,364.75,3.792936017963345,0.5297411571236776,-1.5159760071796624
LES1252881600Q,359,2022-05-01,351.14166666666665,15.143179862847282,363.75,3.570714214271425,0.5189354814845204,-1.3302660798266093
LES1252881600Q,359,2022-06-01,351.325,15.10365446344892,362.75,2.9886147596868655,0.5081551632800942,-1.254761922005936
LES1252881600Q,362,2022-07-01,351.56666666666666,15.039853685443612,362.3333333333333,2.6742316936860857,0.6937124224440617,-0.12464639250231048
LES1252881600Q,362,2022-08-01,351.80833333333334,14.9718479985938,361.9166666666667,2.2343733444579583,0.6807220236021562,0.03729606493024576
LES1252881600Q,362,2022-09-01,352.05,14.899579826008404,361.5,1.5666989036012806,0.6678040667047181,0.3191423692521127
LES1252881600Q,362,2022-10-01,352.2916666666667,14.822986823692117,361.5,1.5666989036012806,0.6549512219639927,0.3191423692521127
LES1252881600Q,362,2022-11-01,352.53333333333336,14.742001582019238,361.5,1.5666989036012806,0.642156128799572,0.3191423692521127
LES1252881600Q,362,2022-12-01,352.775,14.656551292794608,361.5,1.5666989036012806,0.6294113680436665,0.3191423692521127
LES1252881600Q,364,2023-01-01,353.05,14.55378318658131,361.5833333333333,1.6764862244009227,0.7523816906999113,1.4415070231371927
LES1252881600Q,364,2023-02-01,353.325,14.445005824758637,361.6666666666667,1.775250729197189,0.7390097400793801,1.3143683283479082
LES1252881600Q,364,2023-03-01,353.6,14.330082362087166,361.75,1.864744681524183,0.7257460032131472,1.2065994998097656
LES1252881600Q,365,2023-04-01,353.85,14.264400066027925,362.25,1.864744681524183,0.7816662424208644,1.4747327219897135
LES1252881600Q,365,2023-05-01,354.1,14.193974339945285,362.75,1.712255291076124,0.7679314995888596,1.3140563861746997
LES1252881600Q,365,2023-06-01,354.35,14.118734201839231,363.25,1.3568010505999362,0.7543169130992362,1.2897985295826557
LES1252881600Q,366,2023-07-01,354.6166666666667,14.033084157817632,363.5833333333333,1.5050420310248864,0.8111782987485209,1.605713738785761
LES1252881600Q,366,2023-08-01,354.8833333333333,13.941765638958813,363.9166666666667,1.5642792899510294,0.797364333510406,1.3318167329304311
LES1252881600Q,366,2023-09-01,355.15,13.844666479044065,364.25,1.5447859516333116,0.7836952964105773,1.132843031197762
LES1252881600Q,370,2023-10-01,355.45,13.772369123012359,364.9166666666667,2.108783937953269,1.0564631161161882,2.4105519972174414
LES1252881600Q,370,2023-11-01,355.75,13.693063937629153,365.5833333333333,2.3532698077098573,1.0406728592598156,1.8768212009505505
LES1252881600Q,370,2023-12-01,356.05,13.606628389665596,366.25,2.378884383296277,1.0252356131512481,1.5763691696541595
